metabolite,chebi_id,met_smiles,target_chembl_id,target_name,target_class,analog_similarity,nn_analog,metabolite_promiscuity,tier
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.6111111111111112,0.6111111111111112,13,A- (0.6-0.7)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.6111111111111112,0.6111111111111112,13,A- (0.6-0.7)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.6111111111111112,0.6111111111111112,13,A- (0.6-0.7)
nucleocidin,CHEBI:166872,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.6101694915254238,0.6101694915254238,25,A- (0.6-0.7)
nucleocidin,CHEBI:166872,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.6101694915254238,0.6101694915254238,25,A- (0.6-0.7)
nucleocidin,CHEBI:166872,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.6101694915254238,0.6101694915254238,25,A- (0.6-0.7)
3'-hydroxyechinenone,CHEBI:80214,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)C[C@H](O)C1,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.6101694915254238,0.6101694915254238,12,A- (0.6-0.7)
stealthin C,CHEBI:32153,Cc1cc(O)c2c(c1)C(N)=C1C(=O)c3c(O)cccc3C(O)=C12,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.6097560975609756,0.6097560975609756,10,A- (0.6-0.7)
spheroiden-2-one,CHEBI:62480,COC(C)(C)C(=O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)CCC=C(C)CCC=C(C)C,CHEMBL208,Progesterone receptor,Nuclear receptor,0.6097560975609756,0.6097560975609756,11,A- (0.6-0.7)
spheroiden-2-one,CHEBI:62480,COC(C)(C)C(=O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)CCC=C(C)CCC=C(C)C,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.6097560975609756,0.6097560975609756,11,A- (0.6-0.7)
"bacteriohopane-32,33,34,35-tetrol",CHEBI:132468,C[C@H](CC[C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.6078431372549019,0.6078431372549019,2,A- (0.6-0.7)
"35-aminobacteriohopane-31,32,33,34-tetrol",CHEBI:87087,C[C@H](C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CN)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.6078431372549019,0.6078431372549019,2,A- (0.6-0.7)
Pro-Pro,CHEBI:73646,O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,CHEMBL3976,Dipeptidyl peptidase 2,Enzyme (other),0.6052631578947368,0.6052631578947368,9,A- (0.6-0.7)
Pro-Pro,CHEBI:73646,O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,CHEMBL284,Dipeptidyl peptidase 4,Enzyme (other),0.6052631578947368,0.6052631578947368,9,A- (0.6-0.7)
Pro-Pro,CHEBI:73646,O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,CHEMBL4793,Dipeptidyl peptidase 9,Enzyme (other),0.6052631578947368,0.6052631578947368,9,A- (0.6-0.7)
natamycin,CHEBI:7488,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.6041666666666666,0.6041666666666666,2,A- (0.6-0.7)
natamycin,CHEBI:7488,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.6041666666666666,0.6041666666666666,2,A- (0.6-0.7)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.6037735849056604,0.6037735849056604,12,A- (0.6-0.7)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.603448275862069,0.603448275862069,12,A- (0.6-0.7)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.603448275862069,0.603448275862069,12,A- (0.6-0.7)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.603448275862069,0.603448275862069,12,A- (0.6-0.7)
aminopropylcadaverine,CHEBI:64860,NCCCCCNCCCN,CHEMBL206,Estrogen receptor,Nuclear receptor,0.6,0.6,7,B (0.5-0.6)
N(1)-acetylspermidine,CHEBI:17927,CC(=O)NCCCNCCCCN,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.6,0.6,14,B (0.5-0.6)
pyridoxal hydrochloride,CHEBI:131529,Cc1ncc(CO)c(C=O)c1O.Cl,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.6,0.6,1,B (0.5-0.6)
N(2)-succinyl-L-glutamic acid,CHEBI:48957,O=C(O)CCC(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.6,0.6,17,B (0.5-0.6)
2-methylnaphthalen-1-amine,CHEBI:233447,Cc1ccc2ccccc2c1N,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.6,0.6,18,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.6,0.6,16,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.6,0.6,16,B (0.5-0.6)
succinic semialdehyde,CHEBI:16265,O=CCCC(=O)O,CHEMBL5697,Egl nine homolog 1,Other,0.6,0.6,18,B (0.5-0.6)
3-oxoadipic acid,CHEBI:37440,O=C(O)CCC(=O)CC(=O)O,CHEMBL5697,Egl nine homolog 1,Other,0.6,0.6,13,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.6,0.6,16,B (0.5-0.6)
K-252a,CHEBI:43616,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL299,Protein kinase C alpha type,Kinase,0.5974025974025974,0.5974025974025974,12,B (0.5-0.6)
K-252a,CHEBI:43616,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4630,Serine/threonine-protein kinase Chk1,Kinase,0.5974025974025974,0.5974025974025974,12,B (0.5-0.6)
minocycline,CHEBI:50694,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5972222222222222,0.5972222222222222,8,B (0.5-0.6)
nonaflavuxanthin,CHEBI:139514,C=C(C)C(CC=C(C)CO)CC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)CCC=C(C)C,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.5952380952380952,0.5952380952380952,4,B (0.5-0.6)
nonaflavuxanthin,CHEBI:139514,C=C(C)C(CC=C(C)CO)CC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)CCC=C(C)C,CHEMBL208,Progesterone receptor,Nuclear receptor,0.5952380952380952,0.5952380952380952,4,B (0.5-0.6)
steffimycin D,CHEBI:156294,COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC)[C@H](OC)[C@](C)(O)C3,CHEMBL333,72 kDa type IV collagenase,Other,0.5949367088607594,0.5949367088607594,5,B (0.5-0.6)
"(1Z,2Z,6E,10E)-pinacene",CHEBI:231957,CC1=CCC/C(C)=C\C=C(\C(C)C)CCC(C)=CCC1,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.5945945945945946,0.5945945945945946,1,B (0.5-0.6)
Glu-Glu,CHEBI:5390,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.59375,0.59375,22,B (0.5-0.6)
4'-aminoacetanilide,CHEBI:229632,CC(=O)Nc1ccc(N)cc1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5925925925925926,0.5925925925925926,25,B (0.5-0.6)
O-acetyl-L-serine,CHEBI:17981,CC(=O)OC[C@H](N)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5925925925925926,0.5925925925925926,22,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5925925925925926,0.5925925925925926,12,B (0.5-0.6)
3-acetylbenzamide,CHEBI:141284,CC(=O)c1cccc(C(N)=O)c1,CHEMBL3105,Poly [ADP-ribose] polymerase 1,Other,0.5925925925925926,0.5925925925925926,17,B (0.5-0.6)
3-phospho-D-glyceric acid,CHEBI:17794,O=C(O)[C@H](O)COP(=O)(O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5925925925925926,0.5925925925925926,8,B (0.5-0.6)
tetrahexadecanoyl cardiolipin,CHEBI:104586,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CHEMBL3180,Cocaine esterase,Enzyme (other),0.5918367346938775,0.5918367346938775,23,B (0.5-0.6)
tetracycline,CHEBI:27902,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5915492957746479,0.5915492957746479,8,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5909090909090909,0.5909090909090909,16,B (0.5-0.6)
4-aminobenzoate,CHEBI:17836,Nc1ccc(C(=O)[O-])cc1,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5909090909090909,0.5909090909090909,24,B (0.5-0.6)
L-homoserine,CHEBI:15699,N[C@@H](CCO)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5909090909090909,0.5909090909090909,16,B (0.5-0.6)
"3-phenyl-1,2,4-benzotriazine",CHEBI:234095,c1ccc(-c2nnc3ccccc3n2)cc1,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5909090909090909,0.5909090909090909,17,B (0.5-0.6)
L-homoserine,CHEBI:15699,N[C@@H](CCO)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5909090909090909,0.5909090909090909,16,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5909090909090909,0.5909090909090909,16,B (0.5-0.6)
"2,3-dipalmitoyl-S-glycerylcysteine",CHEBI:61842,CCCCCCCCCCCCCCCC(=O)OCC(CSC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CHEMBL299,Protein kinase C alpha type,Kinase,0.5909090909090909,0.5909090909090909,18,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL1900,Aldo-keto reductase family 1 member B1,Enzyme (other),0.5901639344262295,0.5901639344262295,23,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL1977,Vitamin D3 receptor,Nuclear receptor,0.5901639344262295,0.5901639344262295,23,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.5901639344262295,0.5901639344262295,23,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL5409,G-protein coupled bile acid receptor 1,Nuclear receptor,0.5901639344262295,0.5901639344262295,23,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL2047,Bile acid receptor,Nuclear receptor,0.5901639344262295,0.5901639344262295,23,B (0.5-0.6)
L-citrulline,CHEBI:16349,NC(=O)NCCC[C@H](N)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5882352941176471,0.5882352941176471,15,B (0.5-0.6)
L-citrulline,CHEBI:16349,NC(=O)NCCC[C@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5882352941176471,0.5882352941176471,15,B (0.5-0.6)
"2,4-dinitrophenol",CHEBI:42017,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5862068965517241,0.5862068965517241,22,B (0.5-0.6)
4'-aminoacetanilide,CHEBI:229632,CC(=O)Nc1ccc(N)cc1,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5862068965517241,0.5862068965517241,25,B (0.5-0.6)
4'-aminoacetanilide,CHEBI:229632,CC(=O)Nc1ccc(N)cc1,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5862068965517241,0.5862068965517241,25,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5862068965517241,0.5862068965517241,25,B (0.5-0.6)
4-(L-gamma-glutamylamino)butanoic acid,CHEBI:49260,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5862068965517241,0.5862068965517241,21,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL2034,Glucocorticoid receptor,Nuclear receptor,0.5862068965517241,0.5862068965517241,25,B (0.5-0.6)
4-(L-gamma-glutamylamino)butanoic acid,CHEBI:49260,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5862068965517241,0.5862068965517241,21,B (0.5-0.6)
"N(3)-fumaramoyl-(S)-2,3-diaminopropanoic acid",CHEBI:85347,NC(=O)/C=C/C(=O)NC[C@H](N)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5862068965517241,0.5862068965517241,17,B (0.5-0.6)
4'-aminoacetanilide,CHEBI:229632,CC(=O)Nc1ccc(N)cc1,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5862068965517241,0.5862068965517241,25,B (0.5-0.6)
L-rhamnulose,CHEBI:17897,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5833333333333334,0.5833333333333334,1,B (0.5-0.6)
"N-(2,6-diethylphenyl)-2-chloroacetamide",CHEBI:136492,CCc1cccc(CC)c1NC(=O)CCl,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5833333333333334,0.5833333333333334,15,B (0.5-0.6)
aminoparathion,CHEBI:28055,CCOP(=S)(OCC)Oc1ccc(N)cc1,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5833333333333334,0.5833333333333334,11,B (0.5-0.6)
"N-(2,6-diethylphenyl)-2-chloroacetamide",CHEBI:136492,CCc1cccc(CC)c1NC(=O)CCl,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5833333333333334,0.5833333333333334,15,B (0.5-0.6)
keto-L-tagatose,CHEBI:134275,O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5833333333333334,0.5833333333333334,2,B (0.5-0.6)
L-fuculose,CHEBI:17617,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5833333333333334,0.5833333333333334,1,B (0.5-0.6)
aminoparathion,CHEBI:28055,CCOP(=S)(OCC)Oc1ccc(N)cc1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5833333333333334,0.5833333333333334,11,B (0.5-0.6)
tetracycline,CHEBI:27902,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5833333333333334,0.5833333333333334,8,B (0.5-0.6)
27-O-demethylrifamycin SV,CHEBI:34311,CC(=O)O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)Nc2cc(O)c3c4c(c(C)c(O)c3c2O)O[C@](C)(O/C=C/[C@H](O)[C@H]1C)C4=O,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Transporter/channel,0.5833333333333334,0.5833333333333334,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5818181818181818,0.5818181818181818,12,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL2003,Retinoic acid receptor gamma,Nuclear receptor,0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL2055,Retinoic acid receptor alpha,Nuclear receptor,0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL2061,Retinoic acid receptor RXR-alpha,Nuclear receptor,0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL2008,Retinoic acid receptor beta,Nuclear receptor,0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
1'-hydroxy-gamma-carotene,CHEBI:80133,CC(=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CCCC(C)(C)O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5818181818181818,0.5818181818181818,13,B (0.5-0.6)
zeaxanthin,CHEBI:27547,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5813953488372093,0.5813953488372093,13,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL1867,Alpha-2A adrenergic receptor,GPCR (aminergic/purinergic),0.5806451612903226,0.5806451612903226,23,B (0.5-0.6)
dpC-dpC,CHEBI:132167,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5806451612903226,0.5806451612903226,12,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5806451612903226,0.5806451612903226,23,B (0.5-0.6)
K-252a,CHEBI:43616,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL203,Epidermal growth factor receptor,Kinase,0.5802469135802469,0.5802469135802469,12,B (0.5-0.6)
hexadecan-3-ol,CHEBI:197390,CCCCCCCCCCCCCC(O)CC,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.5769230769230769,0.5769230769230769,21,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5769230769230769,0.5769230769230769,23,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.576271186440678,0.576271186440678,12,B (0.5-0.6)
